route,locale,audit_status,audit_score,primary_keyword,seo_keywords,current_title,current_h1,current_h2,title_hit,description_hit,h1_hit,h2_hit,body_hit,keyword_density_pct,next_action
/ar/accessories/fc-ykrc7-remote-controller,ar,strong,100,وحدة تحكم عن بُعد UAV FC-YKRC7,وحدة تحكم عن بُعد UAV FC-YKRC7 | drone accessories | UAV components | industrial UAV parts,وحدة تحكم عن بُعد UAV FC-YKRC7 | N-TET Drone Accessories,وحدة تحكم عن بُعد UAV FC-YKRC7,وحدة تحكم عن بُعد UAV FC-YKRC7 Technical Specifications | اطلب الحل وعرض السعر | نظرة عامة | المواصفات الفنية | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.767,保持当前本地化关键词落地
/ar/cases,ar,strong,85,حالات تفتيش ومراقبة UAV,حالات تفتيش ومراقبة UAV | حالات استخدام UAV | دوريات UAV | مراقبة الارتفاع المنخفض | تفتيش UAV,حالات تفتيش ومراقبة UAV | N-TET,حالات تفتيش ومراقبة UAV,حالات UAV حسب المنطقة والسيناريو | اطلب الحل وعرض السعر | اطلب الحل وعرض السعر,true,true,true,false,true,1.243,保持当前本地化关键词落地
/ar/cases/anhui-flood-season-uav-patrol,ar,strong,100,دوريات UAV طارئة خلال موسم الفيضانات في آنهوي,دوريات UAV طارئة خلال موسم الفيضانات في آنهوي | N-TET,دوريات UAV طارئة خلال موسم الفيضانات في آنهوي | N-TET,دوريات UAV طارئة خلال موسم الفيضانات في آنهوي,دوريات UAV طارئة خلال موسم الفيضانات في آنهوي Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.597,保持当前本地化关键词落地
/ar/cases/brazil-refinery-low-altitude-monitoring,ar,strong,100,حالة مراقبة المجال الجوي لمصفاة في البرازيل,حالة مراقبة المجال الجوي لمصفاة في البرازيل | N-TET,حالة مراقبة المجال الجوي لمصفاة في البرازيل | N-TET,حالة مراقبة المجال الجوي لمصفاة في البرازيل,حالة مراقبة المجال الجوي لمصفاة في البرازيل Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.628,保持当前本地化关键词落地
/ar/cases/ice-snow-emergency-uav-inspection,ar,strong,100,تفتيش UAV طارئ أثناء كوارث الجليد والثلوج,تفتيش UAV طارئ أثناء كوارث الجليد والثلوج | N-TET,تفتيش UAV طارئ أثناء كوارث الجليد والثلوج | N-TET,تفتيش UAV طارئ أثناء كوارث الجليد والثلوج,تفتيش UAV طارئ أثناء كوارث الجليد والثلوج Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.582,保持当前本地化关键词落地
/ar/cases/lidar-tree-obstruction-uav-inspection,ar,strong,100,تفتيش UAV بتقنية لايدار لعوائق الأشجار,تفتيش UAV بتقنية لايدار لعوائق الأشجار | N-TET,تفتيش UAV بتقنية لايدار لعوائق الأشجار | N-TET,تفتيش UAV بتقنية لايدار لعوائق الأشجار,تفتيش UAV بتقنية لايدار لعوائق الأشجار Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.598,保持当前本地化关键词落地
/ar/cases/nigeria-factory-low-altitude-monitoring,ar,strong,100,حالة مراقبة المجال الجوي لمصنع صناعي في نيجيريا,حالة مراقبة المجال الجوي لمصنع صناعي في نيجيريا | N-TET,حالة مراقبة المجال الجوي لمصنع صناعي في نيجيريا | N-TET,حالة مراقبة المجال الجوي لمصنع صناعي في نيجيريا,حالة مراقبة المجال الجوي لمصنع صناعي في نيجيريا Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.623,保持当前本地化关键词落地
/ar/cases/pakistan-power-plant-low-altitude-monitoring,ar,strong,100,حالة مراقبة المجال الجوي لمحطة طاقة في باكستان,حالة مراقبة المجال الجوي لمحطة طاقة في باكستان | N-TET,حالة مراقبة المجال الجوي لمحطة طاقة في باكستان | N-TET,حالة مراقبة المجال الجوي لمحطة طاقة في باكستان,حالة مراقبة المجال الجوي لمحطة طاقة في باكستان Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.620,保持当前本地化关键词落地
/ar/cases/southern-grid-wildfire-uav-inspection,ar,strong,100,تفتيش UAV للوقاية من حرائق الغابات في شبكة الكهرباء الجنوبية,تفتيش UAV للوقاية من حرائق الغابات في شبكة الكهرباء الجنوبية | N-TET,تفتيش UAV للوقاية من حرائق الغابات في شبكة الكهرباء الجنوبية | N-TET,تفتيش UAV للوقاية من حرائق الغابات في شبكة الكهرباء الجنوبية,تفتيش UAV للوقاية من حرائق الغابات في شبكة الكهرباء الجنوبية Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.582,保持当前本地化关键词落地
/ar/cases/wildfire-emergency-transmission-line-uav-patrol,ar,strong,100,دوريات UAV طارئة لخطوط النقل أثناء حرائق الغابات,دوريات UAV طارئة لخطوط النقل أثناء حرائق الغابات | N-TET,دوريات UAV طارئة لخطوط النقل أثناء حرائق الغابات | N-TET,دوريات UAV طارئة لخطوط النقل أثناء حرائق الغابات,دوريات UAV طارئة لخطوط النقل أثناء حرائق الغابات Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.584,保持当前本地化关键词落地
/ar/cases/zhaoqing-long-distance-power-line-uav-inspection,ar,strong,100,تفتيش UAV بعيد المدى لخطوط الطاقة في تشاوتشينغ,تفتيش UAV بعيد المدى لخطوط الطاقة في تشاوتشينغ | N-TET,تفتيش UAV بعيد المدى لخطوط الطاقة في تشاوتشينغ | N-TET,تفتيش UAV بعيد المدى لخطوط الطاقة في تشاوتشينغ,تفتيش UAV بعيد المدى لخطوط الطاقة في تشاوتشينغ Project Overview | معدات ذات صلة | اطلب الحل وعرض السعر | نظرة عامة | معدات ذات صلة | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,0.589,保持当前本地化关键词落地
/ar/contact,ar,strong,100,عرض سعر UAV صناعي,عرض سعر UAV صناعي | مزود UAV | حل تفتيش بالطائرات بدون طيار | معدات مراقبة الارتفاع المنخفض,طلب عرض سعر UAV صناعي | N-TET,طلب عرض سعر UAV صناعي,عرض سعر UAV صناعي واستشارة مشروع | اطلب الحل وعرض السعر | اطلب الحل وعرض السعر,true,true,true,true,true,0.504,保持当前本地化关键词落地
/ar/media,ar,strong,100,أخبار UAV الصناعية,أخبار UAV الصناعية | اقتصاد الارتفاع المنخفض | UAV مربوط | مراقبة البنية التحتية,أخبار UAV الصناعية | N-TET,أخبار UAV الصناعية,أخبار UAV الصناعية واقتصاد الارتفاع المنخفض | الأحدث | اطلب الحل وعرض السعر | اطلب الحل وعرض السعر,true,true,true,true,true,0.472,保持当前本地化关键词落地
/ar/media/border-surveillance-uav-network-2026,ar,strong,85,شبكات UAV وEO/IR تعزز وضوح الدوريات عن بُعد,شبكات UAV وEO/IR تعزز وضوح الدوريات عن بُعد | N-TET,شبكات UAV وEO/IR تعزز وضوح الدوريات عن بُعد | N-TET,شبكات UAV وEO/IR تعزز وضوح الدوريات عن بُعد,?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,false,true,1.154,保持当前本地化关键词落地
/ar/media/industrial-uav-redundancy-2026,ar,strong,85,التحكم المزدوج الاحتياطي في الطيران: كيف تحقق UAV الصناعية موثوقية تشغيلية عالية,التحكم المزدوج الاحتياطي في الطيران: كيف تحقق UAV الصناعية موثوقية تشغيلية عالية | N-TET,التحكم المزدوج الاحتياطي في الطيران: كيف تحقق UAV الصناعية موثوقية تشغيلية عالية | N-TET,التحكم المزدوج الاحتياطي في الطيران: كيف تحقق UAV الصناعية موثوقية تشغيلية عالية,?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,false,true,1.145,保持当前本地化关键词落地
/ar/media/low-altitude-economy-2026-outlook,ar,strong,85,اقتصاد المجال منخفض الارتفاع في الصين: توقعات 2026 لمسار نمو كبير,اقتصاد المجال منخفض الارتفاع في الصين: توقعات 2026 لمسار نمو كبير | N-TET,اقتصاد المجال منخفض الارتفاع في الصين: توقعات 2026 لمسار نمو كبير | N-TET,اقتصاد المجال منخفض الارتفاع في الصين: توقعات 2026 لمسار نمو كبير,?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,false,true,1.151,保持当前本地化关键词落地
/ar/media/power-line-inspection-drone-guide-2026,ar,strong,85,Power Line Inspection Drone: UAV Workflows for Utility Corridors and Transmission Towers,Power Line Inspection Drone: UAV Workflows for Utility Corridors and Transmission Towers | N-TET,Power Line Inspection Drone: UAV Workflows for Utility Corridors and Transmission Towers | N-TET,Power Line Inspection Drone: UAV Workflows for Utility Corridors and Transmission Towers,"?????? ??????? ??????? ??????? | What is a power line inspection drone? | Why utilities use drones for power line inspection | Power line drone inspection workflow | Which UAV platform fits each inspection task? | Payload selection: visible-light, thermal infrared, and LiDAR | What should a utility inspection report include? | N-TET system fit: corridor, tower, and substation inspection | Deployment checklist before procurement | FAQ | اطلب الحل وعرض السعر | ?????? ??????? ??????? ??????? | What is a power line inspection drone? | Why utilities use drones for power line inspection | Power line drone inspection workflow | Which UAV platform fits each inspection task? | Payload selection: visible-light, thermal infrared, and LiDAR | What should a utility inspection report include? | N-TET system fit: corridor, tower, and substation inspection | Deployment checklist before procurement | FAQ | اطلب الحل وعرض السعر | ????? ??? ???",true,false,true,true,true,0.515,保持当前本地化关键词落地
/ar/media/tethered-uav-persistent-surveillance-2026,ar,strong,85,UAV المربوطة: مراقبة جوية مستمرة للفعاليات والمواقع البعيدة,UAV المربوطة: مراقبة جوية مستمرة للفعاليات والمواقع البعيدة | N-TET,UAV المربوطة: مراقبة جوية مستمرة للفعاليات والمواقع البعيدة | N-TET,UAV المربوطة: مراقبة جوية مستمرة للفعاليات والمواقع البعيدة,?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ?????? ??????? ??????? ??????? | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,false,true,1.173,保持当前本地化关键词落地
/ar/products,ar,strong,100,أنظمة UAV الصناعية,أنظمة UAV الصناعية | طائرة UAV للتفتيش | طائرة UAV للطوارئ | معدات مراقبة الارتفاع المنخفض,أنظمة UAV الصناعية ومعدات المراقبة | N-TET,أنظمة UAV الصناعية ومعدات المراقبة,أنظمة UAV الصناعية ومعدات المراقبة وملاءمة المشروع | أنظمة UAV والطائرات بدون طيار | الأسئلة الشائعة لاختيار المنتجات | اطلب الحل وعرض السعر,true,true,true,true,true,0.232,保持当前本地化关键词落地
/ar/products/bailey-bridge,ar,strong,100,جسر بيلي فولاذي مسبق التجهيز,جسر بيلي فولاذي مسبق التجهيز | engineering materials | Bailey steel bridge | infrastructure support equipment | N-TET,جسر بيلي فولاذي مسبق التجهيز | N-TET,جسر بيلي فولاذي مسبق التجهيز,جسر بيلي فولاذي مسبق التجهيز Technical Specifications | اطلب الحل وعرض السعر | نظرة عامة | المواصفات الفنية | اطلب الحل وعرض السعر | ????? ??? ???,true,true,true,true,true,1.426,保持当前本地化关键词落地
